,0,Depth_UA,SWE_UA,date,label,latitude,longitude
28,,55.0,11.0,2012-10-29,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
29,,39.0,8.0,2012-10-30,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
30,,35.0,8.0,2012-10-31,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
31,,28.0,7.0,2012-11-01,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
32,,30.0,7.0,2012-11-02,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
33,,30.0,7.0,2012-11-03,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
34,,23.0,5.0,2012-11-04,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
35,,3.0,0.0,2012-11-05,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
36,,0.0,0.0,2012-11-06,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
37,,0.0,0.0,2012-11-07,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
38,,0.0,0.0,2012-11-08,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
39,,25.0,2.0,2012-11-09,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
40,,127.0,7.0,2012-11-10,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
41,,178.0,12.0,2012-11-11,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
42,,157.0,13.0,2012-11-12,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
43,,126.0,13.0,2012-11-13,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
44,,119.0,16.0,2012-11-14,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
45,,93.0,15.0,2012-11-15,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
46,,147.0,24.0,2012-11-16,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
47,,200.0,31.0,2012-11-17,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
48,,653.0,80.0,2012-11-18,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
49,,637.0,84.0,2012-11-19,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
50,,570.0,83.0,2012-11-20,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
51,,534.0,85.0,2012-11-21,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
52,,511.0,88.0,2012-11-22,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
53,,481.0,90.0,2012-11-23,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
54,,432.0,90.0,2012-11-24,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
55,,399.0,90.0,2012-11-25,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
56,,383.0,90.0,2012-11-26,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
57,,374.0,90.0,2012-11-27,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
58,,371.0,90.0,2012-11-28,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
59,,606.0,124.0,2012-11-29,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
60,,658.0,133.0,2012-11-30,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
61,,1243.0,208.0,2012-12-01,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
62,,1225.0,214.0,2012-12-02,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
63,,1563.0,260.0,2012-12-03,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
64,,1468.0,260.0,2012-12-04,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
65,,1345.0,260.0,2012-12-05,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
66,,1293.0,261.0,2012-12-06,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
67,,1252.0,260.0,2012-12-07,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
68,,1217.0,260.0,2012-12-08,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
69,,1166.0,255.0,2012-12-09,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
70,,1126.0,253.0,2012-12-10,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
71,,1089.0,250.0,2012-12-11,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
72,,1052.0,246.0,2012-12-12,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
73,,1145.0,260.0,2012-12-13,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
74,,1140.0,261.0,2012-12-14,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
75,,1147.0,264.0,2012-12-15,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
76,,1164.0,267.0,2012-12-16,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
77,,1139.0,265.0,2012-12-17,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
78,,1156.0,269.0,2012-12-18,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
79,,1207.0,278.0,2012-12-19,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
80,,1216.0,281.0,2012-12-20,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
81,,1223.0,284.0,2012-12-21,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
82,,1232.0,287.0,2012-12-22,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
83,,1533.0,328.0,2012-12-23,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
84,,1854.0,372.0,2012-12-24,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
85,,1828.0,375.0,2012-12-25,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
86,,2072.0,410.0,2012-12-26,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
87,,2206.0,430.0,2012-12-27,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
88,,2182.0,435.0,2012-12-28,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
89,,2137.0,438.0,2012-12-29,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
90,,2109.0,442.0,2012-12-30,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
91,,2096.0,448.0,2012-12-31,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
92,,2051.0,449.0,2013-01-01,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
93,,2074.0,458.0,2013-01-02,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
94,,2042.0,460.0,2013-01-03,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
95,,2007.0,461.0,2013-01-04,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
96,,1984.0,463.0,2013-01-05,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
97,,1956.0,464.0,2013-01-06,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
98,,1997.0,473.0,2013-01-07,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
99,,1979.0,476.0,2013-01-08,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
100,,1936.0,476.0,2013-01-09,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
101,,1939.0,480.0,2013-01-10,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
102,,1978.0,488.0,2013-01-11,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
103,,1961.0,490.0,2013-01-12,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
104,,1942.0,491.0,2013-01-13,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
105,,1927.0,492.0,2013-01-14,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
106,,1907.0,492.0,2013-01-15,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
107,,1890.0,493.0,2013-01-16,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
108,,1856.0,491.0,2013-01-17,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
109,,1825.0,490.0,2013-01-18,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
110,,1807.0,490.0,2013-01-19,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
111,,1785.0,489.0,2013-01-20,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
112,,1768.0,488.0,2013-01-21,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
113,,1750.0,488.0,2013-01-22,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
114,,1742.0,488.0,2013-01-23,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
115,,1766.0,494.0,2013-01-24,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
116,,1841.0,509.0,2013-01-25,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
117,,1831.0,510.0,2013-01-26,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
118,,1820.0,510.0,2013-01-27,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
119,,1834.0,515.0,2013-01-28,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
120,,1788.0,509.0,2013-01-29,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
121,,1785.0,511.0,2013-01-30,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
122,,1775.0,511.0,2013-01-31,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
123,,1760.0,510.0,2013-02-01,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
124,,1752.0,511.0,2013-02-02,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
125,,1735.0,510.0,2013-02-03,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
126,,1724.0,510.0,2013-02-04,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
127,,1712.0,510.0,2013-02-05,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
128,,1701.0,509.0,2013-02-06,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
129,,1695.0,510.0,2013-02-07,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
130,,1698.0,512.0,2013-02-08,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
131,,1774.0,526.0,2013-02-09,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
132,,1771.0,528.0,2013-02-10,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
133,,1771.0,529.0,2013-02-11,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
134,,1768.0,531.0,2013-02-12,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
135,,1747.0,530.0,2013-02-13,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
136,,1730.0,529.0,2013-02-14,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
137,,1727.0,530.0,2013-02-15,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
138,,1713.0,530.0,2013-02-16,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
139,,1680.0,526.0,2013-02-17,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
140,,1674.0,526.0,2013-02-18,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
141,,1664.0,526.0,2013-02-19,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
142,,1708.0,535.0,2013-02-20,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
143,,1691.0,534.0,2013-02-21,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
144,,1715.0,540.0,2013-02-22,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
145,,1705.0,541.0,2013-02-23,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
146,,1708.0,543.0,2013-02-24,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
147,,1689.0,542.0,2013-02-25,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
148,,1683.0,543.0,2013-02-26,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
149,,1676.0,543.0,2013-02-27,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
150,,1678.0,546.0,2013-02-28,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
151,,1649.0,542.0,2013-03-01,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
152,,1615.0,537.0,2013-03-02,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
153,,1619.0,540.0,2013-03-03,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
154,,1698.0,557.0,2013-03-04,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
155,,1689.0,557.0,2013-03-05,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
156,,1686.0,559.0,2013-03-06,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
157,,1728.0,569.0,2013-03-07,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
158,,1778.0,580.0,2013-03-08,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
159,,1814.0,589.0,2013-03-09,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
160,,1808.0,591.0,2013-03-10,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
161,,1780.0,589.0,2013-03-11,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
162,,1751.0,587.0,2013-03-12,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
163,,1705.0,582.0,2013-03-13,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
164,,1662.0,578.0,2013-03-14,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
165,,1681.0,588.0,2013-03-15,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
166,,1679.0,591.0,2013-03-16,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
167,,1608.0,576.0,2013-03-17,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
168,,1582.0,571.0,2013-03-18,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
169,,1570.0,570.0,2013-03-19,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
170,,1577.0,573.0,2013-03-20,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
171,,1570.0,574.0,2013-03-21,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
172,,1554.0,572.0,2013-03-22,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
173,,1536.0,569.0,2013-03-23,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
174,,1509.0,564.0,2013-03-24,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
175,,1496.0,562.0,2013-03-25,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
176,,1473.0,557.0,2013-03-26,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
177,,1451.0,553.0,2013-03-27,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
178,,1425.0,548.0,2013-03-28,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
179,,1406.0,544.0,2013-03-29,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
180,,1421.0,549.0,2013-03-30,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
181,,1451.0,558.0,2013-03-31,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
182,,1545.0,580.0,2013-04-01,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
183,,1573.0,588.0,2013-04-02,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
184,,1504.0,575.0,2013-04-03,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
185,,1457.0,567.0,2013-04-04,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
186,,1526.0,584.0,2013-04-05,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
187,,1501.0,579.0,2013-04-06,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
188,,1529.0,586.0,2013-04-07,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
189,,1452.0,569.0,2013-04-08,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
190,,1449.0,569.0,2013-04-09,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
191,,1487.0,578.0,2013-04-10,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
192,,1444.0,569.0,2013-04-11,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
193,,1371.0,550.0,2013-04-12,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
194,,1219.0,505.0,2013-04-13,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
195,,1184.0,494.0,2013-04-14,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
196,,1149.0,482.0,2013-04-15,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
197,,1167.0,486.0,2013-04-16,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
198,,1207.0,496.0,2013-04-17,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
199,,1211.0,497.0,2013-04-18,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
200,,1122.0,474.0,2013-04-19,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
201,,1100.0,467.0,2013-04-20,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
202,,1083.0,461.0,2013-04-21,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
203,,1043.0,448.0,2013-04-22,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
204,,1010.0,438.0,2013-04-23,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
205,,973.0,425.0,2013-04-24,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
206,,1104.0,461.0,2013-04-25,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
207,,1069.0,453.0,2013-04-26,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
208,,1038.0,446.0,2013-04-27,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
209,,993.0,434.0,2013-04-28,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
210,,837.0,379.0,2013-04-29,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
211,,788.0,362.0,2013-04-30,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
212,,768.0,355.0,2013-05-01,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
213,,755.0,350.0,2013-05-02,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
214,,736.0,344.0,2013-05-03,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
215,,820.0,369.0,2013-05-04,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
216,,1051.0,433.0,2013-05-05,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
217,,1042.0,432.0,2013-05-06,0003f387-71c4-48f6-b2b0-d853bd4f0aba,37.07777576986577,-118.7234447492404
